A,AAL,AAP,AAPL,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALK,ALL,ALXN,AMAT,AME,AMG,AMGN,AMP,AMT,AMZN,AN,ANTM,AON,APA,APC,APD,APH,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEN,BHI,BIIB,BK,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CB,CBG,CBS,CCI,CCL,CELG,CERN,CF,CHD,CHK,CHRW,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COH,COL,COO,COP,COST,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DLR,DLTR,DNB,DOV,DOW,DPS,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,ENDP,EOG,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETN,ETR,EW,EXC,EXPD,EXPE,EXR,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FRT,FSLR,FTI,FTR,GD,GE,GGP,GILD,GIS,GLW,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAR,HAS,HBAN,HBI,HCN,HCP,HD,HES,HIG,HOG,HOLX,HON,HP,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INTC,INTU,IP,IPG,IR,IRM,ISRG,ITW,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KIM,KLAC,KMB,KMX,KO,KR,KSS,KSU,L,LB,LEG,LEN,LH,LKQ,LLL,LLTC,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LVLT,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MHK,MJN,MKC,MLM,MMC,MMM,MNST,MO,MON,MOS,MRK,MRO,MSFT,MSI,MTB,MTD,MU,MUR,MYL,NBL,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCLN,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PVH,PWR,PX,PXD,QCOM,R,RAI,RCL,REGN,RF,RHI,RHT,RIG,RL,ROK,ROP,ROST,RRC,RSG,RTN,SBUX,SCG,SCHW,SE,SEE,SHW,SIG,SJM,SLB,SLG,SNA,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SWN,SYK,SYMC,SYY,T,TAP,TDC,TEL,TGNA,TGT,TIF,TJX,TMK,TMO,TROW,TRV,TSCO,TSN,TSO,TSS,TWX,TXN,TXT,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URBN,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WFM,WHR,WM,WMB,WMT,WU,WY,WYN,WYNN,XEC,XEL,XL,XLNX,XOM,XRAY,XRX,YHOO,YUM,ZBH,ZION
46.98004,35.94019,148.2246,113.48098,86.65235,41.521004,116.984024,108.19742,63.34882,41.845345,88.7684,220.85132,70.28133,49.968117,64.68976,12.582383,115.4826,71.70072,251.00081,59.046967,44.755207,88.75538,49.5331,51.94109,83.6282,63.98487,67.479065,126.23482,30.166077,48.14852,142.7913,167.29742,96.548775,115.11973,820.695,48.361496,127.67337,114.894,63.647175,61.208244,137.10652,63.013157,7.485773,43.29583,180.98499,168.1656,77.38835,77.70247,63.97818,261.0951,752.7004,134.1649,15.183149,47.777447,42.153664,36.69294,38.866943,221.81255,179.42519,35.92273,51.029762,307.21313,39.477615,353.06635,78.60722,55.524315,23.229364,35.385815,136.00195,46.11057,33.07621,35.192635,76.545586,87.99729,123.80046,28.271082,51.47124,95.07247,48.520256,105.94688,62.868385,22.171343,46.46176,6.0055985,70.80962,130.19107,75.47149,74.29912,125.167366,46.8469,67.01107,104.05987,408.84964,125.03463,42.142162,64.02399,23.614464,70.22065,25.58024,36.00898,83.1346,179.69789,43.134003,148.77551,56.048225,68.915474,31.38194,29.920275,117.22349,27.582747,53.926556,83.53533,92.91322,101.85531,137.23607,75.412415,39.17657,66.95741,85.418434,57.93299,71.33468,83.462135,29.401318,79.25954,94.32122,26.72575,25.850883,99.68227,77.24925,134.69339,71.52437,52.047176,90.30093,60.62187,94.62715,79.397804,67.19869,41.647274,85.79723,31.704952,116.79621,75.17646,130.98735,74.35659,87.77425,65.73285,54.142185,22.11681,93.21482,369.5473,64.572495,68.94644,55.590137,71.17105,227.25215,28.27603,65.20982,76.47446,122.05141,33.11556,51.185215,116.44988,78.83671,12.126656,41.674988,11.021655,173.15646,32.776978,124.94982,75.030464,104.69615,20.326536,66.82144,30.987627,50.778374,47.707718,48.190178,24.737564,24.545645,155.9261,39.72252,28.759415,4.288997,152.2143,29.698435,28.354988,79.25132,63.39308,23.450167,762.75635,788.6661,99.34127,77.28377,21.657524,48.059544,163.47026,32.043587,221.36978,44.365532,84.501205,79.64239,9.69878,26.521631,75.157394,34.351723,123.37338,52.296734,43.172474,51.982384,38.030376,116.34919,65.21834,15.335729,22.913664,37.737106,90.986176,163.78113,15.631049,94.876236,180.04083,157.28964,53.89412,116.17854,137.89374,172.31807,36.738926,109.720436,47.106266,21.541023,66.04486,36.315918,708.446,123.63647,31.097681,76.792404,46.4487,52.123928,119.01744,23.456919,66.19597,51.67522,77.40201,12.103635,28.882458,68.043655,128.55736,54.27487,41.949104,30.802216,43.489494,95.580574,41.40276,73.86742,47.18612,43.435394,136.52992,35.052948,152.75493,58.180866,81.336716,238.73006,46.44626,39.140045,71.984604,94.51112,18.610598,38.54694,46.719086,36.76893,101.56052,96.74743,82.102356,67.58122,34.613735,30.933613,114.88298,60.65966,170.14912,111.14559,43.761868,85.81145,43.331295,212.16035,78.427055,97.27983,178.62434,66.463,175.99425,49.136272,62.9377,104.02813,24.993734,63.191265,15.057616,58.01434,75.212875,115.708405,425.61588,17.291435,29.10071,39.283367,35.47855,67.3313,125.49468,38.456917,100.79917,42.38121,23.583961,56.08132,213.70355,35.817284,11.490248,96.83502,34.760063,67.39433,49.607376,64.94866,50.601746,66.91084,52.441048,85.932816,39.400658,274.73148,72.64086,57.078976,15.726051,17.864584,58.017975,61.753887,1410.3953,45.481293,41.29499,108.051414,33.42727,51.26509,88.0352,31.311022,119.64022,19.753214,54.337997,53.879063,100.44364,88.9926,61.888042,76.51635,105.78902,34.26997,95.72059,79.842834,229.17627,104.85112,27.691288,117.59678,181.0333,65.296906,65.65319,50.309364,74.54384,397.91248,9.672838,37.664497,77.89548,10.370705,97.138695,119.50344,177.2145,64.59485,40.24781,49.61074,138.42348,54.952442,71.46461,31.170254,42.32078,46.775196,281.29895,75.98793,131.27368,78.79952,107.050934,150.91905,63.186455,51.96611,212.57484,123.13427,8.830168,81.110695,107.51784,42.63546,68.247856,38.94526,166.47412,119.18387,78.0689,13.314604,112.491806,25.17063,49.619972,40.854534,109.78193,30.345665,63.71156,21.396038,68.31319,73.634834,73.36378,62.262806,156.78088,66.26092,110.89139,68.19586,76.00771,78.34221,46.544888,77.92723,67.675316,39.669518,39.54788,52.380844,35.942974,118.158424,230.43188,138.34933,34.827545,95.76953,108.66053,33.973816,73.96816,43.33505,102.24389,81.79754,98.283066,57.27665,36.36213,52.980682,118.23568,100.96563,80.632286,81.180664,87.42548,71.31065,52.019382,155.06192,82.91226,56.948368,60.361404,45.41364,29.074177,164.03882,64.37091,30.171097,71.450096,20.641603,31.558384,69.088745,98.9856,135.46797,43.03479,33.995003,53.960537,86.21463,59.47528,10.260975,44.401333,64.39839,129.9191,30.548683
47.032295,36.28312,148.04079,113.43748,86.2493,41.54373,117.95456,108.41826,63.53602,42.270744,88.62114,220.76616,70.12949,49.35374,64.12773,12.212115,115.30585,71.47835,249.67857,59.071804,44.030014,88.70635,49.439068,52.482815,82.38281,64.250175,67.55852,125.2891,30.213888,48.176167,143.26945,166.04594,96.65252,115.13884,824.7808,48.649704,127.02971,114.88517,64.245895,62.13305,137.1132,62.975792,7.5494103,43.29072,178.80577,168.43048,77.2336,77.63006,63.902683,260.99268,754.65063,134.07648,15.285286,47.8408,42.358044,36.846397,38.947327,220.67587,179.3767,36.339596,50.772087,306.66904,39.538113,352.5779,78.71558,55.221672,23.218079,35.468315,134.81216,46.454086,33.09203,35.860706,76.43118,88.38259,123.64187,28.119581,52.299477,94.86534,48.69783,105.34138,62.665157,22.537004,46.41032,5.975575,70.690895,129.84158,75.419945,74.27218,125.0086,47.09429,66.97546,103.78244,412.28152,126.432884,41.861237,63.209007,23.294508,70.466,25.671848,36.213627,82.72724,178.8428,43.571545,148.52335,55.89969,68.899185,31.30196,30.048279,117.067184,27.537054,52.86315,83.259346,92.73212,102.04973,137.5423,74.71755,39.385483,67.05991,85.68421,57.873474,70.75783,83.3387,29.356144,79.36783,94.27617,26.922522,26.062267,98.39913,76.97169,134.54272,72.13903,52.04532,90.23266,60.93108,93.86402,78.558685,66.887886,42.545628,85.963646,31.860666,116.908424,74.243355,131.16083,73.74531,87.66183,66.01364,53.776756,21.673935,93.88532,369.30902,64.26213,69.72279,55.140068,70.9341,225.67499,28.524893,65.35873,75.1274,121.87603,32.677193,51.40546,116.921,78.918015,12.193267,41.95581,11.035091,172.45358,32.327084,125.052666,75.06184,104.637,20.306261,66.81943,30.740599,50.39699,48.09126,48.010143,24.812845,24.611612,155.02823,40.01014,29.228205,4.2140217,152.29143,29.631369,28.051092,78.77659,63.237022,23.367874,761.8824,787.2219,99.29331,77.3491,21.5905,47.90648,163.42204,32.115734,222.68668,44.863403,84.62837,79.61162,9.711189,26.453287,74.02936,33.828342,123.5337,52.883396,43.205776,51.747486,38.084442,116.41097,66.448906,15.367192,22.881065,37.75746,90.97158,163.41847,15.596771,94.76245,180.18307,157.21428,53.682278,116.011635,137.82147,172.4949,36.705566,109.57822,47.07904,21.551638,66.16965,35.463795,707.8006,123.723236,31.275078,77.39315,46.256,51.890625,118.92785,23.5397,66.242714,51.638454,77.119774,12.12942,28.453762,68.233345,128.24225,54.059452,41.82862,30.634075,43.58052,95.91521,41.38377,73.18723,46.65155,43.234947,136.41974,34.916718,152.34665,58.25245,81.323044,238.7154,46.7254,38.7421,72.086716,94.97963,18.655888,38.853924,46.468075,36.77136,101.62207,95.409065,81.1942,67.42791,34.528767,30.721594,114.443535,60.42056,170.08421,111.08989,43.605106,85.7248,43.61235,211.32857,78.6468,97.360054,176.5478,66.46497,175.51193,49.04021,62.859158,103.84243,25.021486,63.08189,15.33708,57.929375,75.01864,115.83335,427.35233,17.311523,29.811132,38.59632,35.907246,67.03172,124.53203,37.941833,102.250656,42.602833,23.52194,55.79646,213.84511,36.178173,11.419343,97.18873,34.784916,67.7506,48.79999,65.31027,50.611423,65.88456,52.524975,85.825134,39.27525,274.84665,72.684395,56.51845,15.7363825,17.87891,58.300514,60.971806,1414.7898,45.25358,40.889603,108.08473,33.372173,51.444405,87.93292,31.207859,119.62685,19.772968,54.37404,53.110516,99.786,89.30456,62.044453,75.53734,105.9324,33.678246,95.24437,80.24599,228.97046,106.0799,27.73887,118.34325,182.54846,66.18125,66.08203,50.214127,74.68571,396.06747,9.742809,37.558025,77.83227,10.488565,97.75783,120.42239,177.73656,64.668076,40.379,49.51393,138.33524,54.94752,70.72588,31.411049,42.003147,46.486176,281.28848,75.778656,130.94429,78.988106,105.94105,150.95679,63.45005,51.280823,211.02234,122.84137,8.835459,81.11066,107.08002,42.856915,68.43774,39.05051,166.5348,119.313065,78.32071,13.272419,112.25648,25.206516,49.46749,40.603054,110.06272,30.181381,63.576385,21.524233,68.62956,73.614586,73.2803,62.193962,157.1181,66.43646,110.52137,68.12857,75.65905,77.5372,46.612175,78.3422,67.75499,39.582695,39.43774,53.11362,35.567196,118.04607,229.90619,138.40623,34.966763,96.15808,108.48008,34.389004,75.02263,43.29486,102.08317,81.82133,98.378525,57.180466,36.865456,52.690994,117.808136,99.98222,80.75723,81.0084,87.39607,70.08955,51.869606,155.09433,82.623344,57.14364,59.60873,45.142857,28.958021,163.87247,64.26202,30.147356,71.49453,20.43065,31.319607,68.91578,98.06085,135.8565,42.60161,33.82787,53.76734,86.62513,59.411167,10.203999,44.39271,64.42805,130.18828,30.748972
47.094154,36.61861,147.82156,113.51754,85.748474,41.623344,118.550316,108.51088,63.69814,42.675983,88.43317,220.84277,70.5756,48.757122,63.57535,11.936709,115.08717,71.35355,248.51758,59.20665,43.128975,88.58385,49.336422,53.318653,82.083534,64.64462,67.57042,125.08085,30.216446,48.18759,144.43576,165.19913,97.02046,114.78285,828.04144,49.065414,126.28508,114.819786,64.651985,62.810646,136.75478,62.931892,7.621486,43.313694,176.14575,168.6579,76.97731,77.390434,63.913895,259.6051,756.31494,134.14648,15.44372,47.963608,42.797867,37.139843,38.91409,219.48601,179.20398,36.718914,51.123302,306.31177,39.754745,352.4813,78.67411,55.05773,23.194777,35.667015,133.19736,46.998055,33.12989,36.33854,76.21189,88.69224,123.39968,28.017355,53.110783,94.337654,48.558155,105.18135,62.44954,22.847742,46.276005,5.9774904,70.617836,129.36719,75.28674,74.16145,124.64748,47.598656,66.90952,103.574745,415.3937,127.768715,41.49626,62.15059,22.99744,70.95229,25.743164,36.378616,82.38473,178.20459,43.781776,148.30353,55.699318,68.88124,31.292143,30.16482,116.84906,27.435225,51.896896,83.795845,92.440445,101.93726,138.96332,73.99269,39.59908,67.26549,85.77299,57.820004,70.0922,83.288506,29.313494,79.44219,94.24947,27.084385,26.22803,96.808075,76.5583,134.04793,72.61697,52.164608,90.055466,61.163837,93.097115,77.697556,66.43748,43.303284,86.11087,31.893394,116.8511,73.3759,131.29291,73.00085,87.51554,66.20647,53.677086,21.226456,94.206856,368.552,63.806046,70.48301,54.596413,70.740295,223.58597,28.798664,65.39242,74.082054,121.70678,32.310333,51.58663,117.26966,78.79132,12.344035,42.166466,11.024692,171.82323,31.841183,125.42171,75.04997,104.55542,20.361597,66.79686,30.512568,50.532352,48.422356,47.811127,24.888863,24.692753,153.60156,40.11896,29.673014,4.1508527,152.20789,29.56628,27.698322,78.34125,63.028206,23.412437,761.04675,785.7511,99.11905,77.481636,21.595976,47.898945,164.34561,32.20983,223.89125,45.234688,84.71904,79.67253,9.748912,26.403454,72.63252,33.302673,123.693504,52.87524,43.322315,51.40446,38.2079,116.41918,67.15283,15.38628,22.843872,37.667274,90.99451,162.98227,15.55814,94.65588,180.35814,156.86186,53.556236,115.96982,137.55193,173.09482,36.72646,109.39791,46.97828,21.55389,66.184204,34.49145,707.0823,123.74754,31.508162,78.04179,46.05831,52.056927,118.913704,23.759212,66.46803,51.708878,76.7863,12.221997,28.068035,68.5506,127.679375,53.93754,41.710743,30.452549,43.902176,96.054825,41.432545,72.54663,46.193916,43.02918,136.42671,34.63441,152.08722,58.34288,81.395966,238.47562,47.19124,38.28317,72.20052,95.37647,18.73398,39.10475,46.20914,36.80878,101.67603,93.70463,80.13263,67.38533,34.41638,30.59806,113.99245,60.251633,170.03026,111.01386,43.312435,85.63304,44.111347,210.56566,78.85765,97.275635,174.8688,66.43848,174.87378,48.92176,62.69927,103.79441,25.115568,63.020115,15.584965,57.89702,74.661446,116.29948,428.80185,17.32945,30.253796,38.065964,36.1996,66.726875,123.327805,37.120575,104.10308,42.591507,23.414867,55.491955,213.8881,36.37355,11.353887,97.38543,34.711452,68.66235,48.430656,65.56166,50.602215,64.59853,52.30416,85.59715,39.22525,274.81473,72.4957,56.097767,15.778902,17.80797,58.648388,60.32348,1420.2682,45.036976,40.620705,107.94934,33.335163,51.66342,87.78176,31.109898,119.964195,19.804733,54.404552,52.191982,99.0982,89.7662,61.934822,74.479996,105.96372,33.059357,94.817856,81.07943,227.7994,107.178154,27.770742,118.82813,183.5428,66.73757,66.47242,50.08076,74.66684,393.35974,9.855546,37.497997,77.5922,10.537798,98.070015,121.00963,178.19084,64.72285,40.514183,49.40894,138.21037,54.932644,69.93308,31.764154,41.622795,46.20266,280.97913,75.99772,130.57248,79.403175,104.80761,150.93633,63.549335,50.61734,208.65207,122.440414,8.798649,80.73903,106.455536,43.28122,69.06821,39.07347,166.61145,119.54484,78.873055,13.280506,112.22816,25.28998,49.25461,40.25108,110.104706,29.999866,63.549355,21.629871,68.70607,73.713135,73.184975,62.157993,157.26414,66.71155,110.09802,67.960976,75.22478,77.13531,46.69559,78.638405,67.85756,39.484715,39.34038,53.664627,35.12067,117.869705,229.13281,138.37703,35.238403,96.531395,108.34361,34.94438,76.18794,43.318542,102.08656,81.86995,98.373314,57.075394,37.29444,52.750565,116.87963,98.69181,80.78346,80.78576,87.731544,69.02019,51.60139,155.10043,82.474495,57.283276,58.768303,44.903408,28.848532,163.89558,64.07628,30.101986,71.552826,20.303646,30.952963,68.741974,97.18766,137.40166,42.088802,33.70545,53.522594,86.72227,59.328438,10.130982,44.441105,64.31353,130.44821,31.028877
47.18075,36.90906,147.65709,113.7413,85.22719,41.770634,118.79158,108.52813,63.845085,42.922054,88.23907,221.0149,71.08872,48.260178,63.12266,11.76629,114.83432,71.34861,247.6502,59.45119,42.208336,88.39352,49.269096,54.014763,82.52231,65.143326,67.51544,125.372536,30.199495,48.203045,146.31558,164.80754,97.61275,114.12698,830.5118,49.567604,125.571266,114.76938,64.856064,63.180054,136.19312,62.92569,11.893339,43.334755,173.34967,168.96367,76.77104,76.99526,63.84226,256.94547,757.6592,134.43787,15.636904,48.17238,43.41808,37.51026,38.94807,218.40834,178.95622,36.910458,52.10764,305.89972,40.069023,352.52316,78.51409,55.03399,23.165705,35.910526,131.42174,47.64,33.181366,36.559944,75.95935,89.04096,123.06313,27.984724,53.834126,93.547905,48.487133,105.28585,62.23671,23.078253,46.079796,6.0128207,70.66907,128.80252,75.09683,73.997406,124.15319,48.186607,66.81334,103.46533,417.8493,128.96185,41.092827,61.050507,22.7753,71.45908,25.790411,36.45954,82.22022,177.8129,43.946877,148.10054,55.49047,68.865326,31.299013,30.31815,116.59207,27.305124,51.25151,84.104675,92.060936,101.76624,140.13347,73.33302,39.780823,67.70737,85.823654,57.778927,69.48325,83.34317,29.313051,79.49738,94.24849,27.226818,26.360605,95.46723,76.12178,133.30237,72.94875,52.503624,89.77566,61.0751,92.46033,76.943634,65.92723,43.772068,86.19244,31.804277,116.65642,72.7382,131.35693,72.21479,87.378395,66.345856,53.584934,20.87867,94.374725,367.42282,63.242718,71.013855,54.04352,70.63421,221.17247,29.055563,65.41661,73.98903,121.5892,32.103657,51.50658,117.4487,78.45647,12.4498415,42.391068,10.9873705,171.33484,31.490957,125.52266,75.04505,104.47292,20.467274,66.786,30.342995,50.938465,48.63672,47.671284,24.950335,24.7758,151.81216,40.181316,30.08696,4.1015515,152.01979,29.492258,27.334156,77.93694,62.766872,23.54092,760.42053,784.5652,98.87283,77.722145,21.711245,47.999977,166.03215,32.343605,225.00821,45.6532,84.75236,79.795296,9.814681,26.373678,71.318146,32.841507,123.86449,52.755577,43.505077,50.98743,38.354145,116.38743,67.59261,15.404524,22.808067,37.49966,91.124626,162.58289,15.550408,94.56292,180.5238,156.49321,53.500515,116.0545,137.08733,174.02754,36.83814,109.20092,46.8561,21.547411,66.24849,33.751865,706.44226,123.73256,31.738756,78.566635,45.915504,52.395496,118.95333,23.971514,66.83695,52.009087,76.48249,12.359856,27.760475,68.99451,126.98818,53.92522,41.600212,30.274717,44.4778,96.073296,41.49866,72.051605,45.876293,42.86868,136.66077,34.224678,152.33444,58.432293,81.53606,238.01857,47.79231,37.823486,72.31301,96.36904,18.887985,39.27469,45.995495,36.923283,101.754295,91.87307,79.042076,67.426636,34.35383,30.55696,113.61316,60.430534,169.95444,110.94177,43.102287,85.54248,44.887566,209.98239,79.1555,97.01644,174.33356,66.38758,174.12486,48.814026,62.4813,103.91676,25.237713,63.009735,15.7859335,57.934586,74.257454,117.00294,429.97244,17.341156,30.385803,37.653606,36.310997,66.45368,122.00962,36.105797,105.84275,42.533993,23.273157,55.18526,213.8594,36.487137,11.293133,97.57968,34.576397,69.893654,48.5256,65.64645,50.587456,63.33433,51.91679,85.29766,39.179844,274.66425,72.66577,55.830883,15.816067,17.71075,58.971073,60.05332,1425.5637,44.887466,40.52544,107.68357,33.31194,51.93544,87.76814,31.035748,120.5066,19.847168,54.451935,51.373665,98.4489,90.32285,61.597294,73.51733,105.895966,32.657696,94.534744,82.11756,225.89484,107.9634,27.879686,119.06843,184.15923,67.02092,66.83882,49.922516,74.54764,390.01917,9.980845,37.475292,77.18423,10.54114,98.235085,121.28073,178.53864,64.76833,40.582157,49.29844,138.08522,54.901928,69.272285,32.140347,41.378246,45.976795,280.4493,76.69308,130.1688,80.30058,103.881966,150.9229,63.49663,50.076984,205.78685,122.05781,8.716582,80.06675,105.72449,43.81185,69.89142,38.99887,166.73053,119.83296,79.713554,13.335259,112.40022,25.344942,49.04234,39.85203,109.981544,29.87822,63.662483,21.685925,68.63604,74.02552,73.08374,62.159283,157.26474,67.03078,109.68943,67.758064,74.795074,77.22183,46.79571,78.81687,68.01745,39.465492,39.166622,53.996086,34.668594,117.632965,228.49118,138.26196,35.570244,96.88801,108.274956,35.108925,77.464294,43.43272,102.19469,81.95085,98.28327,56.944386,37.53314,53.139378,115.76517,97.63795,80.69228,80.50383,87.510124,68.24594,51.244865,155.0569,82.46309,57.30103,57.949673,44.761936,28.829569,164.27495,63.854614,30.05731,71.33404,20.344904,30.809061,68.587654,96.61421,139.12907,41.57833,33.614197,53.382774,86.650406,59.26187,10.090412,44.541122,63.981026,130.71332,31.174667
47.285625,37.075584,147.55414,114.08631,84.725655,41.958023,118.66311,108.51475,63.906208,42.864998,88.06103,221.0221,71.18119,47.901093,62.789482,11.677647,114.55372,71.37674,247.15855,59.735336,41.444366,88.1728,49.24424,54.352093,82.21063,65.65482,67.41954,126.008675,30.145226,48.222828,148.5546,164.8486,98.25988,113.31552,832.1138,49.97888,124.97429,114.755325,64.8147,63.226032,135.4359,62.969635,16.969627,43.333668,170.75957,169.37207,76.62597,76.47152,63.570393,253.35551,758.68097,134.86426,15.816134,48.43573,44.01901,37.84622,39.247128,217.58958,178.69373,36.852196,53.074028,305.3084,40.377563,352.55945,78.24089,55.13863,23.136536,36.126904,129.79333,48.218704,33.178143,36.54139,75.72497,89.151344,122.716,27.953146,54.3753,92.599045,47.943024,105.49168,62.05743,23.154087,45.861336,6.061503,70.768265,128.20712,74.91618,73.80863,123.609856,48.59279,66.69126,103.3929,419.61456,129.69868,40.691402,60.094944,22.608782,71.81108,25.777916,36.455757,82.09639,177.72157,44.08348,147.91606,55.31507,68.860825,31.302723,30.491514,116.30118,27.27251,50.937878,83.7181,91.62928,101.6824,140.04457,72.788826,39.855457,68.0886,86.12091,57.74418,69.07059,83.5425,29.267014,79.54325,94.26828,27.305351,26.41297,94.78356,75.75981,132.32259,73.005554,52.791805,89.41635,60.99727,91.999954,76.36206,65.40629,43.871788,86.16388,31.581196,116.342896,72.34953,131.3125,71.47961,87.262405,66.38631,53.203255,20.649443,94.34651,366.08536,62.623276,71.199356,53.54282,70.58775,218.68456,29.23832,65.2363,73.72234,121.56226,32.0752,51.306454,117.40109,77.97657,12.446324,42.584915,10.918969,171.01385,31.309874,125.14543,75.06452,104.39908,20.57292,66.84015,30.14483,50.934772,48.627064,47.594795,24.978975,24.843298,149.89735,40.086514,30.472694,4.1076503,151.75023,29.397045,26.997797,77.530754,62.473198,23.610682,759.96625,783.68756,98.57495,77.890686,22.21258,48.15083,168.21841,32.47405,225.81346,46.011307,84.69821,79.859276,9.8955765,26.352882,70.245445,32.530376,124.03365,52.58244,43.71002,50.540207,38.516277,116.210495,67.73809,15.419941,22.772024,37.299664,91.372955,162.26082,15.5595455,94.49183,180.67986,156.08119,53.486256,116.39878,136.4719,175.03319,36.97156,108.942245,46.72221,21.556173,66.29681,33.318768,706.4864,123.58664,31.830713,78.83283,45.761364,52.405575,119.0412,24.147245,67.26329,52.56963,76.33662,12.494973,27.587305,69.56701,126.28437,53.948578,41.506653,30.110176,45.317028,95.954155,41.576885,71.758606,45.696964,42.741127,137.23453,33.77367,152.80971,58.472878,81.73707,237.36847,48.366707,37.411514,72.40264,97.78687,19.068712,39.324158,45.866913,37.131283,101.85659,90.18178,78.09317,67.49197,34.28654,30.521608,113.326454,60.68156,169.86887,110.87344,42.909424,85.4572,45.65418,209.53957,79.50273,96.63611,173.57343,66.32341,173.33208,48.727615,62.2439,104.15714,25.333862,63.045544,15.906917,58.0155,73.88546,117.647606,430.84302,17.336126,30.232811,37.268867,36.238243,66.22929,120.862076,35.075397,107.05657,42.488968,23.10771,54.88827,213.80154,36.557407,11.240157,97.69132,34.435253,71.0377,48.371082,65.56455,50.560677,62.391438,51.494236,84.94047,39.09819,274.42197,73.008026,55.69142,15.82525,17.596712,59.03668,60.12823,1429.1376,44.82237,40.52312,107.338234,33.29228,52.18629,88.02858,31.040884,120.593605,19.863365,54.492516,50.761818,97.91899,90.831436,61.050076,72.76026,105.55043,32.461613,94.27147,82.88597,223.63704,108.65091,28.02008,118.926186,184.53635,67.17701,67.0818,49.756577,74.26249,386.54636,10.083107,37.468414,76.63841,10.524456,98.55139,121.23103,178.729,64.806274,40.61234,49.18169,137.96367,54.857048,68.880714,32.442307,41.332863,45.769432,279.71616,77.686066,129.76091,81.0511,103.28604,150.90205,63.236713,49.693542,202.82863,121.71821,8.61565,79.18385,104.96399,44.287308,70.581665,38.852722,166.8958,119.97774,80.707405,13.415727,112.69111,25.340218,48.86216,39.467117,109.78393,29.836197,63.813046,21.647375,68.63779,74.46734,72.97687,62.193867,157.16315,67.251724,109.39613,67.5669,74.15514,77.61125,46.86896,78.84988,68.21751,39.337597,38.94581,53.927944,34.26093,117.36085,228.09674,138.076,35.81552,97.19828,108.24513,35.43502,78.55455,43.613964,102.12408,82.050476,98.229805,56.780983,37.52387,53.644405,114.50015,97.018105,80.49039,80.12915,87.01717,67.83529,50.844273,155.03453,82.52146,57.241642,57.239796,44.746513,28.912952,164.77086,63.6179,30.017712,70.7637,20.41533,30.857763,68.46223,96.27856,139.62523,41.137985,33.599823,53.203663,86.489746,59.28529,10.065159,44.637638,63.532005,130.98412,31.234587
