Stock,Loss,RMSE
EIX,0.0009467923664487898,1.459112551748382
EL,0.0005645625642500818,1.7334486024763718
EMN,0.0012246710248291492,2.2531717243010627
EMR,0.0008539024856872857,0.8640833027267004
ENDP,0.00029265499324537814,1.410827708777956
EOG,0.0014407284324988723,3.1798398875661715
EQIX,0.0019122065277770162,13.954287728886458
EQR,0.0005664527998305857,1.1926313216261828
EQT,0.0009342671255581081,2.362735555549354
ES,0.0009499417501501739,1.0932255052819693
ESRX,0.0012276156339794397,2.0451304372584795
ESS,0.000918542209547013,5.05013246522494
ETFC,0.0028433087281882763,1.2781444879861705
ETN,0.0008567069307900965,1.4289400521278839
ETR,0.0010324274189770222,1.0150314256226352
EW,0.005547260399907827,7.430677523191058
EXC,0.0009876444237306714,0.7605288019000397
EXPD,0.0008140872232615948,0.6873416684214065
EXPE,0.0007179626845754683,2.9318899924032182
EXR,0.0008392743184231222,2.4132205564436684
F,0.00047916590119712055,0.2160529562143898
FAST,0.001567240571603179,1.3477869294905767
FCX,0.0002311065181856975,0.8692611891349458
FDX,0.0023036871571093798,5.751443039179627
FE,0.0009956847643479705,0.686309847232587
FFIV,0.0009546666406095028,2.9603070169298764
FIS,0.0015918244607746601,2.3364064795302406
FISV,0.0016936928732320666,3.6380561382338588
FITB,0.0060608284547924995,1.1008170560867707
FL,0.001566219492815435,2.5565777507921656
FLIR,0.003069670405238867,1.0471470968180694
FLR,0.0012477387208491564,1.5086605288566115
FLS,0.0008225420606322587,1.6696539334462865
FMC,0.000766033714171499,1.5969812835646622
FOX,0.00045416445937007666,0.5451787423791351
FOXA,0.00032025613472796977,0.5112498079172685
FRT,0.0009682203526608646,3.3381499292463883
FSLR,0.00021491668303497136,2.3313851910309955
FTI,0.0004428997926879674,0.8575913748299258
FTR,0.0011561011197045445,0.2227097381665417
GD,0.007719754241406918,8.81608662592245
GE,0.0007474681478925049,0.5208240639148245
GGP,0.0012277167988941073,0.8785883103671018
GILD,0.00031001283787190914,1.8715560853593105
GIS,0.0006879339343868196,1.024747551548881
GLW,0.0006759109674021602,0.36709585814916085
GOOG,0.0014638241846114397,21.807761870042672
GOOGL,0.0014399621868506074,22.68071462004252
GPC,0.001217545010149479,2.489639370172313
GPN,0.0015941926976665854,2.442756541353571
GPS,0.003002023557201028,1.702347716766362
GRMN,0.000747820595279336,0.9609493571263436
GS,0.001649400102905929,5.30809410293444
GT,0.0010841460898518562,0.8481834485739691
GWW,0.001335992943495512,6.4611633661851595
HAL,0.00043438386637717485,1.1019103201771743
HAR,0.0014348987024277449,4.556591380563532
HAS,0.0013892948627471924,2.127556992027967
HBAN,0.005621874704957008,0.6118298067436143
HBI,0.0024420456029474735,1.441124961106581
HCN,0.0011846275301650167,1.5250801449119282
HCP,0.0007298226119019091,0.7172074141395893
HD,0.0027671875432133675,5.8758760925141384
HES,0.0008090170449577272,1.897731354261576
HIG,0.00048592075472697616,0.7629295292059614
HOG,0.001296134782023728,1.8875783620638351
HOLX,0.0015116727445274591,1.151243732630582
HON,0.0014133331133052707,3.1207046483463463
HP,0.0008955159573815763,2.539750153135147
HPQ,0.00046591111458837986,0.4196424071832081
HRB,0.0006059053703211248,0.6591935721967742
HRL,0.0005466576549224555,0.8172728266040029
HRS,0.00236851186491549,2.9477821175808123
HSIC,0.0008395420154556632,3.7806393275692156
HST,0.0008009684388525784,0.4007477578197261
HSY,0.0010723075829446316,2.5446996570465354
HUM,0.0017592728836461902,7.187470008733015
IBM,0.0006557104643434286,2.5081913334720096
ICE,0.0010781048331409693,1.2572331008191364
IDXX,0.0025316800456494093,4.518107721920405
IFF,0.0008998594130389392,3.0957579058392692
ILMN,0.0021285442635416985,9.875904391224747
INTC,0.001999960280954838,0.897996365913392
INTU,0.0006227119592949748,2.174258912861028
IP,0.0017870457377284765,1.6057353144165165
IPG,0.0033942374866455793,1.0632465865947924
IR,0.0038805315271019936,3.0997340923444834
IRM,0.0012513372348621488,0.7971462280876622
ISRG,0.0006707758293487132,12.362538970512619
ITW,0.003225243417546153,4.598387856187303
IVZ,0.0011694914428517222,0.9233412302865076
JBHT,0.010418258607387543,6.298734328610563
JCI,0.0009355227812193334,1.006948714118572
JEC,0.001258629490621388,1.2509249799134718
JNJ,0.0007486870163120329,1.87102471541749
JNPR,0.0010719948913902044,0.9884612621499551
JPM,0.006121832877397537,3.262697537578148
JWN,0.0023478777147829533,2.5971826288854256
K,0.0005139427958056331,0.9174670620081107
KEY,0.00855873804539442,0.919583536340493
KIM,0.0006728362059220672,0.5078874905822228
KLAC,0.0033045655582100153,3.277814020521773
KMB,0.0018289103172719479,3.4938171613568954
KMX,0.0011258109007030725,1.8809872015693037
KO,0.0007496297475881875,0.5989239080457078
KR,0.001087331329472363,1.0901439336807095
KSS,0.001542682759463787,1.750968754006051
KSU,0.0018336172215640545,4.1185013836506466
L,0.0008314392762258649,0.5213308905589422
LB,0.0013237346429377794,2.9775977283271926
LEG,0.0006636814796365798,0.9444357955721859
LEN,0.0006753228371962905,1.1143210383026882
LH,0.001894103828817606,3.083049077458891
LKQ,0.0005649313679896295,0.6531524185129247
LLL,0.0020123408176004887,4.2468145096140715
LLTC,0.0013753358507528901,1.3502837710185098
LLY,0.0036802231334149837,3.502180449681205
LMT,0.0033105756156146526,11.486228431278343
LNC,0.004051507450640202,3.012623380064504
LNT,0.0009826028253883123,0.8054483199625502
LOW,0.0009613361326046288,2.0100813445981407
LRCX,0.001559512922540307,2.5041025086366506
LUK,0.0007813735282979906,0.6581311960003422
LUV,0.002569829346612096,2.1407854137795055
LVLT,0.002816742518916726,2.3500715161787045
M,0.0008989818743430078,1.7171275034461018
MA,0.0003569130494724959,1.5665742425622962
MAA,0.001748313894495368,2.679785831559486
MAC,0.0016934140585362911,2.6715309201025206
MAR,0.0018887626938521862,2.632359664482305
MAS,0.0010619257809594274,1.0036184273131443
MAT,0.0009059449075721204,0.8569162722723271
MCD,0.0010489793494343758,2.2720148365706185
MCHP,0.0028292431961745024,1.9675203770441991
MCK,0.003197780577465892,10.44458491957632
MCO,0.002439826726913452,4.650501727271069
MDLZ,0.0016921799397096038,0.8980015109362617
MDT,0.0018480186117812991,2.5152629409153477
MET,0.0046346248127520084,2.1172281804298545
MHK,0.004006980452686548,11.107377972919968
MJN,0.0006029941141605377,1.508963812105511
MKC,0.00037551589775830507,1.3857375469849675
MLM,0.0051982952281832695,10.38805329531926
MMC,0.0013705777237191796,1.7729512948345025
MMM,0.0007466847891919315,3.019198824506021
MNST,0.0011914233909919858,1.6550325946394815
MO,0.0014303071657195687,1.9098791090751512
MON,0.00034548432449810207,1.5169027355580957
MOS,0.00026555435033515096,1.0911692467301461
MRK,0.002410660497844219,1.6718034473360346
MRO,0.0005785916582681239,0.8409254807574112
MSFT,0.0006895551923662424,0.9266937158234962
MSI,0.0022592958994209766,2.541008392968762
MTB,0.0071508209221065044,5.597196234488794
MTD,0.0023370084818452597,15.746625530468473
MU,0.0011246904032304883,1.0785303189939266
MUR,0.0006238188361749053,1.2985210377146403
MYL,0.00039887402090243995,1.1963126675920286
NBL,0.0003913202090188861,1.058524827261882
NDAQ,0.0011392267188057303,1.8351197764223235
NEE,0.0012678623897954822,3.0379944613841765
NEM,0.0008785644313320518,1.6770642913019072
NFLX,0.0015562678454443812,4.888251647630705
NFX,0.0006975994328968227,1.495189034587374
NI,0.0010352710960432887,0.6811834521503469
NKE,0.0016134309116750956,2.0822853143573115
NOC,0.003874625079333782,10.810378585166333
NOV,0.0005458002560772002,1.403844529979773
NRG,0.0003130901022814214,0.5074739933428483
NSC,0.0007735189283266664,1.9716079532277393
NTAP,0.0005009889719076455,0.8814339342233973
NTRS,0.004147995728999376,2.8756816532934244
NUE,0.0022852718830108643,1.2993267512009878
NVDA,0.06318598985671997,14.991601467354446
NWL,0.0011016814969480038,1.4521329008063188
O,0.001305494224652648,1.6844552962338835
OKE,0.0012938474537804723,1.913555153023988
OMC,0.0014287951635196805,2.0177323168816224
ORCL,0.0005437912186607718,0.5776199370804822
ORLY,0.0009456071420572698,7.776865165843289
OXY,0.000716156791895628,1.3769887980724504
PAYX,0.0021171593107283115,1.6914222475179346
PBCT,0.006348318420350552,0.5131159050638195
PBI,0.001461600768379867,0.6793628243185676
PCAR,0.0015430125640705228,1.4977924230446213
PCG,0.0013241549022495747,1.0381768680429926
PCLN,0.0026452273596078157,67.45429228274494
PDCO,0.005364743061363697,1.9248628985830905
PEG,0.0020336115267127752,0.833366717741452
PEP,0.001136867213062942,1.7195911353449254
PFE,0.001403132569976151,0.8679112444481879
PFG,0.0015275952173396945,1.436745102474663
PG,0.0010589995654299855,1.137353486602314
PGR,0.0015897294506430626,0.7683224604168153
PH,0.010632216930389404,8.120120848508613
PHM,0.0004987413412891328,0.4625063155899753
PKI,0.0009109891834668815,1.1901001201727102
PLD,0.0014106901362538338,1.219545551960338
PM,0.002418405143544078,2.9732577589269353
PNC,0.007997781969606876,5.086797681682214
PNR,0.0009146417141892016,1.5983448017343147
PNW,0.0010039322078227997,1.5227755429347152
PPG,0.0028685855213552713,4.8208612140707405
PPL,0.0009348746971227229,0.47208920223768164
PRGO,0.00044351135147735476,3.4940163920564378
PRU,0.010502898134291172,5.047320609179658
PSA,0.0016851290129125118,8.228943055907408
PVH,0.00143142428714782,3.7463384272634768
PWR,0.0014960422413423657,0.8408747686038444
PX,0.0016590481391176581,2.4707690985234607
PXD,0.000539958942681551,4.402254483602595
QCOM,0.0006591692217625678,1.2744718661064498
R,0.0014422314707189798,2.5455794214576986
RAI,0.0023426429834216833,1.9979870750324331
RCL,0.0007587221334688365,2.2785148103566764
REGN,0.001521674101240933,22.297737603650933
RF,0.010680696927011013,0.8557169433871054
RHI,0.0011669977102428675,1.4668882107393688
RHT,0.0020393922459334135,2.5582921448146974
RIG,7.524295506300405e-05,0.7357513983145069
RL,0.0012642702786251903,4.182520218618556
ROK,0.0011309734545648098,2.751266807668096
ROP,0.0010756913106888533,4.747470135246831
ROST,0.0008370087016373873,1.5734900403440528
RRC,0.0011150722857564688,2.446015844927509
RSG,0.007792257703840733,2.458424238750441
RTN,0.001533473958261311,4.065549684327031
SBUX,0.0006646075053140521,1.3575740854648186
SCG,0.0010847526136785746,1.3691324229806767
SCHW,0.0025516946334391832,1.2461882733479925
SE,0.0006774310604669154,0.6449620175886343
SEE,0.0006681028171442449,1.093098776352099
SHW,0.001901266979984939,11.079657247669662
SIG,0.0005576349794864655,2.9399796961803295
SJM,0.0015028888592496514,3.9340889924487294
SLB,0.0002930229820776731,1.1332058208005042
SLG,0.0010871551930904388,2.961547734101808
SNA,0.0022900947369635105,6.422607255668163
SNI,0.001757628982886672,2.1071040780130272
SO,0.0014914742205291986,0.9040855241026202
SPG,0.001578936935402453,6.447780131373547
SPGI,0.0006243985262699425,2.512288890410047
SPLS,0.0006864823517389596,0.46925663732876294
SRCL,0.0005436060600914061,2.3240752667642934
SRE,0.0012061364250257611,2.4776011996995813
STI,0.010085731744766235,2.9676388222273977
STT,0.002854183316230774,2.69580269077425
STX,0.00047833850840106606,1.297604094507436
STZ,0.0019451924599707127,6.740466057112207
SWK,0.0019817291758954525,3.4113088357495975
SWKS,0.0020409717690199614,4.43775062048532
SWN,0.0002795092004816979,0.7774115222611245
SYK,0.003149566240608692,4.486312374395714
SYMC,0.0010280333226546645,0.4687604258639682
SYY,0.003827472450211644,1.7316459631905214
T,0.0020689237862825394,0.8796883350290452
TAP,0.0031739738769829273,4.045071663366896
TDC,0.0002590069780126214,0.9337563062039401
TEL,0.0008728126995265484,1.448513536662233
TGNA,0.0012002133298665285,1.0206147093043438
TGT,0.0011935712536796927,1.3363203019309045
TIF,0.001198220532387495,2.5054556583741783
TJX,0.0016972317826002836,2.6716571106015494
TMK,0.0072459876537323,3.884748023380731
TMO,0.0008213213877752423,3.365677629417628
TROW,0.001875072717666626,1.9048592982517707
TRV,0.005412372760474682,5.33300484636492
TSCO,0.00111803924664855,2.816155919616833
TSN,0.002388328779488802,3.1531268694289225
TSO,0.0014195754192769527,4.057839712196892
TSS,0.0015240715583786368,1.6720564841911627
TWX,0.0031053407583385706,3.6391739320882377
TXN,0.0031817287672311068,2.7594223067427963
TXT,0.0020428160205483437,1.4454164019485063
UAA,0.00029604026349261403,1.729184560576626
UAL,0.000989501248113811,1.9311037391624084
UDR,0.0007856812444515526,0.6687960937655378
UHS,0.0019158319337293506,5.142562356994387
ULTA,0.003369926242157817,15.01200484343868
UNH,0.003807349130511284,7.147757086075542
UNM,0.02505725994706154,3.047176060680452
UNP,0.0009954414563253522,2.952507865183887
UPS,0.0014376803301274776,2.2029628544100186
URBN,0.0023572808131575584,1.2730288734619106
URI,0.003339364193379879,6.472168993317147
USB,0.004684521351009607,1.7596845348971994
UTX,0.0006540339672937989,1.557206582968237
V,0.0004257077525835484,1.38218337313558
VAR,0.0008373928721994162,1.5157592798938806
VFC,0.0006505381315946579,1.5337185428627662
VIAB,0.0003824821033049375,1.1925950032578618
VLO,0.0020095999352633953,2.6325431365289993
VMC,0.0023930261377245188,4.928546043159317
VNO,0.0011693943524733186,1.98841001564856
VRSK,0.0005190504598431289,1.3330166348831531
VRSN,0.0015365037834271789,2.753678164116494
VRTX,0.0007726710755378008,3.1933150590107475
VTR,0.0017558817053213716,1.7590983310622383
VZ,0.001331522362306714,1.141045559501408
WAT,0.0016101888613775373,4.239033154077053
WBA,0.0009952244581654668,2.2183975406261185
WDC,0.0008902755216695368,2.7050661356001044
WEC,0.0010868328390643,1.3842899772807216
WFC,0.0036558674182742834,2.154928969142737
WFM,0.00021522071619983763,0.7574327295280805
WHR,0.001012994907796383,5.398912136091375
WM,0.0006923438631929457,1.0453926818904604
WMB,0.00038445182144641876,0.97449005617469
WMT,0.0006921329768374562,1.1173188115992878
WU,0.0007477278122678399,0.29012614781677715
WY,0.00025932880816981196,0.6130674001654791
WYN,0.0007606053841300309,2.0405757872528802
WYNN,0.000321377970976755,3.521762417789617
XEC,0.0011273581767454743,3.4183867473802323
XEL,0.002722084056586027,1.3194703345193741
XL,0.0010450249537825584,0.7900675584670908
XLNX,0.001054865657351911,1.0324979560589347
XOM,0.0007754063117317855,1.3313219375005167
XRAY,0.0010726555483415723,1.2235929485812826
XRX,0.0010053969454020262,0.25651755280118277
YHOO,0.0021362374536693096,1.907940000430663
YUM,0.0005239845486357808,1.0229240631652914
ZBH,0.006642424501478672,7.018870347746276
ZION,0.009512868709862232,1.9175169865560135
